tokenId,name,description,image,background,skins,clothes,necklaces,mouth,eyes,glasses,tops,back,earings
1205,POLC 1205,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1205.png,mintz,blue,rose sweaters,,sad,cocke,,mint fire,,
230,POLC 230,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",230.png,rainbow,blue,blue varsity,,sad,dizzy,blackz,,,
660,POLC 660,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",660.png,purple,brown,,,blob,happiez,,,,triple gold.PNG
16,POLC 16,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",16.png,sky blue,black,punk suit,,crongz,stars,yellow neon,,,
1481,POLC 1481,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1481.png,melon,green,orange kimono,,sad,reg,,,,
1194,POLC 1194,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1194.png,purple,mecha,sky varsity,,smile,sleep,white movie,,,trippie gold.PNG
908,POLC 908,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",908.png,glitch,mecha,chimp crewneck,,blob,puffy,,mint bc,,
288,POLC 288,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",288.png,Pink Bubble,black,yellow tanktop,,smile,shock,,blue og,,
772,POLC 772,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",772.png,orangez,gold,polc tshirz,,rainbow,shock,,,,
1317,POLC 1317,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1317.png,purple,drippy,blue jumpsuit,goldener,happy,god,,toycap,wood,
322,POLC 322,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",322.png,bluez,blue,gm hoodie,,blob,sleep,white movie,,,
637,POLC 637,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",637.png,melon,gold,orange jersey,,whiser,puffy,red neon,,,
267,POLC 267,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",267.png,bluez,latte,black polc,,yummy,dizzy,red vr,,,
1252,POLC 1252,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1252.png,orangez,blue,orange jumpsuit,,small pee,cyan light,,,katana,
508,POLC 508,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",508.png,Blue Bubble,black,,silverz,smile,reg,,degen og,,
1497,POLC 1497,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1497.png,yellowz,blue,red christmas,,dum,happiez,,,,
158,POLC 158,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",158.png,pinkz,brown,wt banana tshirt,,sad,dizzy,,black bc,,
1182,POLC 1182,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1182.png,yellowz,gold,bk friends tshirt,silverner,big pee,reg,,,,
1478,POLC 1478,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1478.png,greenz,black,cf hoodie,,bubblegum,happiez,,crown,,
1028,POLC 1028,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1028.png,greenz,gold,blue buffalocheck,,yawn,sleep,black movie,,,
334,POLC 334,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",334.png,redz,brown,wt banana tshirt,,crongz,sadz,blackz,white beanie,,
1301,POLC 1301,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1301.png,pinkz,black,orange varsity,,happy,dizzy,,degen og,,
764,POLC 764,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",764.png,bluez,brown,,,big pee,dizzy,yellow neon,wizard,,silver.PNG
1244,POLC 1244,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1244.png,mangaz,green,gray tshirtz,,whiser,reg,white movie,,,
271,POLC 271,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",271.png,bluez,latte,orange jersey,,dum,cocke,,gold laurel,,
621,POLC 621,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",621.png,redz,green,orange buffalocheck,,whiser,glassy,,yellow og,,
57,POLC 57,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",57.png,orangez,blue,polc tshirz,,yummy,shock,,mexician,katana,
1090,POLC 1090,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1090.png,yellowz,latte,black suit,,rainbow,glassy,,,,triple silver.PNG
949,POLC 949,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",949.png,Pink Bubble,cyan,sad hoodie,,dum,happiez,blackz,,,
733,POLC 733,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",733.png,sky blue,blue,orange puffer,,sad,focus,yellow neon,,,
1356,POLC 1356,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1356.png,Blue Bubble,latte,oldblu tiedye,,happy,love,,,,
699,POLC 699,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",699.png,yellowz,green,black tanktop,,smile,happiez,,green party,katana,
363,POLC 363,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",363.png,trippz,brown,oldblue crewneck,,dum,love,,anchor cap,,triple gold.PNG
676,POLC 676,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",676.png,redz,mecha,green fire,,blob,boredz,,,,trippie silver.PNG
226,POLC 226,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",226.png,bluez,gold,cream shirt,,yummy,glassy,blackz,white cap,,
